transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,state,kyc_status
TXN002151,INV02270,120503,2025-06-25,SIP,18000.00,Telangana,Verified
TXN002152,INV02270,120841,2016-02-19,SIP,11500.00,Maharashtra,Verified
TXN002153,INV02270,119092,2016-12-09,SIP,3000.00,Madhya Pradesh,Pending
TXN002154,INV02271,119551,2017-03-08,SIP,16500.00,Karnataka,Pending
TXN002155,INV02272,120841,2026-06-07,SIP,13000.00,Karnataka,Verified
TXN002156,INV02272,120503,2017-10-25,SIP,20000.00,Telangana,Verified
TXN002157,INV02273,125497,2015-10-03,SIP,17000.00,Gujarat,Verified
TXN002158,INV02274,120503,2019-02-01,SIP,4500.00,Tamil Nadu,Pending
TXN002159,INV02275,120503,2013-07-10,Redemption,255000.00,Tamil Nadu,Verified
TXN002160,INV02275,120503,2026-06-01,Redemption,171000.00,Maharashtra,Verified
TXN002161,INV02276,120503,2017-11-15,Lumpsum,440000.00,Kerala,Verified
TXN002162,INV02276,119092,2023-01-29,SIP,3000.00,Kerala,Verified
TXN002163,INV02277,120841,2016-03-29,Lumpsum,100000.00,Rajasthan,Verified
TXN002164,INV02278,119551,2023-07-07,SIP,23000.00,Uttar Pradesh,Verified
TXN002165,INV02278,120841,2025-07-02,Lumpsum,200000.00,West Bengal,Verified
TXN002166,INV02278,120841,2025-07-20,Lumpsum,445000.00,Madhya Pradesh,Verified
TXN002167,INV02279,120841,2015-11-27,Redemption,242000.00,Punjab,Verified
TXN002168,INV02279,119092,2016-09-05,SIP,18500.00,Punjab,Verified
TXN002169,INV02280,119551,2013-06-23,Lumpsum,25000.00,Maharashtra,Verified
TXN002170,INV02281,119092,2025-03-22,SIP,7000.00,Delhi,Verified
TXN002171,INV02281,120503,2022-08-08,Redemption,144000.00,Maharashtra,Verified
TXN002172,INV02282,119551,2015-06-22,SIP,2500.00,Tamil Nadu,Verified
TXN002173,INV02282,119092,2019-08-21,SIP,22500.00,Uttar Pradesh,Verified
TXN002174,INV02282,119551,2019-11-08,SIP,2500.00,Gujarat,Verified
TXN002175,INV02282,119551,2018-01-18,Lumpsum,345000.00,West Bengal,Verified
TXN002176,INV02282,120841,2021-02-23,Redemption,184000.00,Delhi,Verified
TXN002177,INV02283,119092,2025-04-12,Redemption,31000.00,Tamil Nadu,Verified
TXN002178,INV02284,118632,2013-01-26,SIP,25000.00,Telangana,Verified
TXN002179,INV02284,125497,2014-03-04,Lumpsum,120000.00,Madhya Pradesh,Verified
TXN002180,INV02284,120841,2013-02-13,SIP,12000.00,Karnataka,Verified
TXN002181,INV02284,125497,2017-01-16,Redemption,73000.00,Delhi,Verified
TXN002182,INV02285,125497,2023-03-06,SIP,10000.00,Telangana,Verified
TXN002183,INV02285,125497,2015-09-17,Lumpsum,190000.00,Telangana,Pending
TXN002184,INV02285,120841,2026-06-12,SIP,6000.00,Maharashtra,Rejected
TXN002185,INV02285,120841,2023-10-10,Redemption,20000.00,Delhi,Verified
TXN002186,INV02285,125497,2018-02-02,Redemption,271000.00,Kerala,Verified
TXN002187,INV02285,120503,2024-09-03,Redemption,254000.00,Madhya Pradesh,Verified
TXN002188,INV02285,120503,2023-06-01,SIP,14000.00,Karnataka,Verified
TXN002189,INV02285,119551,2020-04-05,Redemption,268000.00,Karnataka,Verified
TXN002190,INV02285,118632,2015-12-16,SIP,10000.00,West Bengal,Verified
TXN002191,INV02286,125497,2019-07-27,SIP,16500.00,Maharashtra,Verified
TXN002192,INV02287,125497,2017-12-22,SIP,23000.00,Uttar Pradesh,Verified
TXN002193,INV02288,120841,2019-04-01,SIP,20000.00,West Bengal,Verified
TXN002194,INV02289,118632,2019-11-03,SIP,14000.00,West Bengal,Verified
TXN002195,INV02289,119551,2021-09-13,Redemption,160000.00,Madhya Pradesh,Verified
TXN002196,INV02290,119092,2021-11-03,SIP,23000.00,Rajasthan,Verified
TXN002197,INV02291,120841,2017-12-18,Lumpsum,135000.00,Maharashtra,Verified
TXN002198,INV02291,125497,2014-03-01,SIP,15000.00,Karnataka,Verified
TXN002199,INV02291,120841,2014-01-23,Redemption,172000.00,Delhi,Verified
TXN002200,INV02291,119092,2022-06-30,SIP,4500.00,Karnataka,Verified
TXN002201,INV02291,118632,2013-10-14,SIP,11000.00,Uttar Pradesh,Verified
TXN002202,INV02292,119551,2017-10-01,SIP,9000.00,Maharashtra,Verified
TXN002203,INV02292,119551,2023-02-19,SIP,10000.00,Kerala,Verified
TXN002204,INV02292,119551,2025-09-14,Redemption,67000.00,Maharashtra,Verified
TXN002205,INV02292,125497,2015-08-07,SIP,13500.00,Karnataka,Verified
TXN002206,INV02292,119092,2017-12-14,SIP,16500.00,West Bengal,Pending
TXN002207,INV02292,120841,2020-07-02,SIP,5500.00,Madhya Pradesh,Verified
TXN002208,INV02292,120841,2016-05-01,SIP,22500.00,Uttar Pradesh,Verified
TXN002209,INV02292,119092,2023-10-03,SIP,14500.00,Gujarat,Verified
TXN002210,INV02292,125497,2023-07-07,SIP,24000.00,Maharashtra,Verified
TXN002211,INV02293,125497,2018-03-24,Redemption,152000.00,Karnataka,Pending
TXN002212,INV02293,119551,2022-12-31,Redemption,3000.00,Gujarat,Verified
TXN002213,INV02293,119551,2025-07-13,Redemption,21000.00,Madhya Pradesh,Verified
TXN002214,INV02293,120503,2021-06-07,Redemption,201000.00,Maharashtra,Pending
TXN002215,INV02294,120841,2016-02-15,SIP,9500.00,West Bengal,Verified
TXN002216,INV02294,120503,2014-09-10,SIP,2000.00,Karnataka,Verified
TXN002217,INV02295,119551,2019-05-27,Redemption,202000.00,Telangana,Verified
TXN002218,INV02295,118632,2023-03-15,Redemption,180000.00,Tamil Nadu,Pending
TXN002219,INV02295,120503,2022-04-25,SIP,5500.00,Maharashtra,Verified
TXN002220,INV02296,119092,2022-11-26,SIP,14500.00,Karnataka,Verified
TXN002221,INV02297,125497,2020-02-19,SIP,7000.00,Maharashtra,Verified
TXN002222,INV02297,118632,2023-06-02,Redemption,137000.00,West Bengal,Verified
TXN002223,INV02297,119551,2014-02-12,SIP,5000.00,Telangana,Verified
TXN002224,INV02297,119551,2014-09-03,SIP,4500.00,West Bengal,Pending
TXN002225,INV02297,120503,2019-04-20,Redemption,145000.00,Karnataka,Verified
TXN002226,INV02298,119551,2015-10-10,Redemption,245000.00,Kerala,Verified
TXN002227,INV02298,119551,2026-01-22,SIP,17000.00,Uttar Pradesh,Verified
TXN002228,INV02298,120841,2015-01-01,SIP,7000.00,Maharashtra,Verified
TXN002229,INV02299,118632,2016-05-17,SIP,4000.00,Maharashtra,Verified
TXN002230,INV02299,120841,2017-07-11,SIP,12500.00,Tamil Nadu,Verified
TXN002231,INV02299,125497,2022-03-23,SIP,14000.00,Tamil Nadu,Pending
TXN002232,INV02299,119551,2017-08-12,SIP,1500.00,Kerala,Verified
TXN002233,INV02299,125497,2025-02-19,SIP,6000.00,Madhya Pradesh,Verified
TXN002234,INV02299,125497,2021-04-05,SIP,11000.00,Uttar Pradesh,Verified
TXN002235,INV02300,125497,2018-03-20,SIP,20000.00,Maharashtra,Verified
TXN002236,INV02300,118632,2020-03-18,Redemption,289000.00,Punjab,Verified
TXN002237,INV02300,119092,2017-07-07,SIP,1500.00,Kerala,Verified
TXN002238,INV02300,125497,2015-05-17,SIP,2000.00,Delhi,Verified
TXN002239,INV02300,120503,2014-05-11,Redemption,5000.00,Uttar Pradesh,Verified
TXN002240,INV02300,119092,2023-09-19,Lumpsum,500000.00,Telangana,Verified
TXN002241,INV02301,125497,2019-05-18,SIP,4000.00,Rajasthan,Pending
TXN002242,INV02301,125497,2016-07-24,SIP,1500.00,West Bengal,Verified
TXN002243,INV02302,120503,2013-10-07,SIP,13000.00,Uttar Pradesh,Verified
TXN002244,INV02302,119092,2022-03-05,SIP,24500.00,Uttar Pradesh,Verified
TXN002245,INV02302,119092,2018-11-25,Redemption,208000.00,Maharashtra,Verified
TXN002246,INV02303,120841,2020-09-17,Redemption,13000.00,Tamil Nadu,Pending
TXN002247,INV02303,125497,2022-07-13,SIP,12500.00,Maharashtra,Verified
TXN002248,INV02304,120503,2014-11-12,Lumpsum,95000.00,Maharashtra,Verified
TXN002249,INV02305,120503,2024-12-11,SIP,23500.00,Delhi,Verified
TXN002250,INV02305,125497,2016-01-08,SIP,10500.00,Maharashtra,Verified
TXN002251,INV02305,118632,2013-06-21,Lumpsum,190000.00,Kerala,Verified
TXN002252,INV02305,119092,2015-11-05,Redemption,284000.00,Telangana,Verified
TXN002253,INV02306,125497,2023-01-19,Lumpsum,365000.00,Maharashtra,Pending
TXN002254,INV02306,119551,2018-04-07,SIP,9500.00,Uttar Pradesh,Verified
TXN002255,INV02306,120503,2013-12-06,Lumpsum,245000.00,Delhi,Verified
TXN002256,INV02306,120841,2019-03-30,Lumpsum,285000.00,Uttar Pradesh,Pending
TXN002257,INV02306,119551,2016-10-25,SIP,12500.00,Gujarat,Verified
TXN002258,INV02306,119092,2019-01-19,Lumpsum,330000.00,Telangana,Verified
TXN002259,INV02306,119092,2023-04-02,SIP,15000.00,Telangana,Verified
TXN002260,INV02307,120503,2019-01-28,Lumpsum,270000.00,Delhi,Verified
TXN002261,INV02308,120503,2026-04-27,Lumpsum,440000.00,Maharashtra,Verified
TXN002262,INV02309,125497,2019-03-05,Redemption,94000.00,Gujarat,Verified
TXN002263,INV02310,119551,2022-03-29,SIP,17500.00,West Bengal,Verified
TXN002264,INV02310,118632,2017-11-14,Redemption,29000.00,Maharashtra,Verified
TXN002265,INV02311,119551,2023-12-14,Redemption,48000.00,West Bengal,Verified
TXN002266,INV02311,120503,2020-08-20,SIP,19500.00,Delhi,Rejected
TXN002267,INV02311,120503,2023-01-03,Redemption,196000.00,Kerala,Verified
TXN002268,INV02311,119092,2025-10-02,SIP,15500.00,Uttar Pradesh,Verified
TXN002269,INV02312,119551,2020-10-21,Lumpsum,95000.00,Maharashtra,Verified
TXN002270,INV02312,120841,2013-12-04,SIP,15000.00,West Bengal,Verified
TXN002271,INV02313,118632,2018-10-06,Redemption,54000.00,Maharashtra,Verified
TXN002272,INV02313,119551,2022-01-29,SIP,3500.00,West Bengal,Verified
TXN002273,INV02313,120841,2019-11-02,Lumpsum,75000.00,West Bengal,Verified
TXN002274,INV02313,120503,2016-01-18,Redemption,55000.00,Telangana,Verified
TXN002275,INV02314,119551,2018-09-29,Lumpsum,320000.00,Maharashtra,Verified
TXN002276,INV02314,120503,2014-07-10,SIP,6000.00,Rajasthan,Verified
TXN002277,INV02314,125497,2023-04-25,Redemption,109000.00,Delhi,Verified
TXN002278,INV02315,119092,2021-10-24,Redemption,230000.00,Madhya Pradesh,Verified
TXN002279,INV02315,120503,2025-06-01,SIP,25000.00,Uttar Pradesh,Verified
TXN002280,INV02315,120841,2014-05-30,SIP,2500.00,Punjab,Verified
TXN002281,INV02315,118632,2022-07-05,SIP,24500.00,Uttar Pradesh,Verified
TXN002282,INV02316,120841,2020-01-02,Lumpsum,200000.00,Tamil Nadu,Verified
TXN002283,INV02317,125497,2022-11-18,SIP,5000.00,West Bengal,Verified
TXN002284,INV02317,119551,2024-09-23,Lumpsum,60000.00,Maharashtra,Verified
TXN002285,INV02318,119551,2025-03-02,SIP,5000.00,Tamil Nadu,Verified
TXN002286,INV02318,119551,2022-07-19,Redemption,153000.00,Maharashtra,Pending
TXN002287,INV02319,120503,2013-05-13,SIP,23000.00,Karnataka,Verified
TXN002288,INV02319,119092,2025-04-23,Redemption,286000.00,Delhi,Verified
TXN002289,INV02319,119092,2015-04-24,SIP,21500.00,West Bengal,Verified
TXN002290,INV02319,125497,2019-11-19,SIP,19500.00,Tamil Nadu,Verified
TXN002291,INV02320,125497,2021-08-23,Redemption,256000.00,Maharashtra,Verified
TXN002292,INV02321,120841,2014-10-11,SIP,22500.00,Delhi,Pending
TXN002293,INV02321,125497,2016-01-26,SIP,9500.00,Telangana,Verified
TXN002294,INV02321,125497,2015-10-22,SIP,12500.00,Maharashtra,Verified
TXN002295,INV02322,119092,2015-05-31,SIP,5500.00,Delhi,Verified
TXN002296,INV02322,125497,2015-05-27,Lumpsum,335000.00,Telangana,Verified
TXN002297,INV02323,125497,2019-11-21,SIP,22500.00,Delhi,Pending
TXN002298,INV02323,119551,2018-11-07,Lumpsum,30000.00,Delhi,Pending
TXN002299,INV02324,119092,2017-08-24,SIP,14500.00,Kerala,Pending
TXN002300,INV02324,118632,2022-06-27,Redemption,194000.00,Maharashtra,Verified
TXN002301,INV02324,118632,2019-10-23,Lumpsum,130000.00,Tamil Nadu,Verified
TXN002302,INV02324,120503,2021-01-10,SIP,14500.00,Tamil Nadu,Verified
TXN002303,INV02325,120503,2017-06-14,Lumpsum,395000.00,Maharashtra,Verified
TXN002304,INV02325,120841,2022-09-16,Lumpsum,80000.00,Gujarat,Verified
TXN002305,INV02326,119551,2014-10-17,Lumpsum,75000.00,West Bengal,Verified
TXN002306,INV02326,125497,2023-03-20,SIP,9500.00,Uttar Pradesh,Verified
TXN002307,INV02327,125497,2019-10-29,SIP,22000.00,Telangana,Pending
TXN002308,INV02327,120503,2020-03-13,Lumpsum,170000.00,Gujarat,Verified
TXN002309,INV02328,125497,2014-03-02,SIP,13000.00,Karnataka,Verified
TXN002310,INV02328,118632,2014-11-22,SIP,19000.00,West Bengal,Pending
TXN002311,INV02328,119551,2024-02-07,SIP,22000.00,Delhi,Verified
TXN002312,INV02328,125497,2024-12-09,SIP,13000.00,Tamil Nadu,Pending
TXN002313,INV02328,120841,2025-04-21,Redemption,192000.00,West Bengal,Verified
TXN002314,INV02328,120503,2014-03-04,SIP,4000.00,Delhi,Verified
TXN002315,INV02328,118632,2017-11-01,SIP,19500.00,Rajasthan,Verified
TXN002316,INV02328,119551,2016-05-22,Lumpsum,195000.00,Karnataka,Verified
TXN002317,INV02328,119551,2016-05-25,SIP,19500.00,Uttar Pradesh,Verified
TXN002318,INV02329,118632,2015-03-28,SIP,5000.00,Telangana,Verified
TXN002319,INV02330,120841,2014-03-17,SIP,18500.00,Karnataka,Verified
TXN002320,INV02330,120841,2022-01-17,SIP,12500.00,Delhi,Pending
TXN002321,INV02330,120841,2017-12-24,SIP,16000.00,Telangana,Verified
TXN002322,INV02331,120503,2023-08-25,SIP,22000.00,Gujarat,Verified
TXN002323,INV02331,125497,2019-04-30,Redemption,168000.00,Maharashtra,Verified
TXN002324,INV02331,118632,2020-12-29,SIP,14000.00,Rajasthan,Verified
TXN002325,INV02331,119092,2019-02-04,Lumpsum,330000.00,Maharashtra,Verified
TXN002326,INV02331,125497,2024-02-24,SIP,8500.00,Maharashtra,Verified
TXN002327,INV02332,119092,2026-06-03,SIP,2500.00,Delhi,Verified
TXN002328,INV02333,118632,2013-06-13,Redemption,212000.00,Karnataka,Verified
TXN002329,INV02333,120503,2019-07-19,SIP,17500.00,Tamil Nadu,Verified
TXN002330,INV02334,125497,2016-04-29,Redemption,133000.00,West Bengal,Verified
TXN002331,INV02334,120841,2024-05-31,Redemption,289000.00,Tamil Nadu,Verified
TXN002332,INV02335,120841,2020-08-17,Lumpsum,390000.00,Maharashtra,Pending
TXN002333,INV02336,119092,2023-03-17,SIP,12500.00,Tamil Nadu,Verified
TXN002334,INV02336,125497,2025-07-15,SIP,21500.00,Maharashtra,Pending
TXN002335,INV02337,125497,2019-05-14,SIP,6500.00,Telangana,Verified
TXN002336,INV02337,120841,2017-01-05,SIP,15000.00,Madhya Pradesh,Verified
TXN002337,INV02337,119551,2018-10-17,Lumpsum,355000.00,Kerala,Verified
TXN002338,INV02337,119551,2014-10-25,SIP,6500.00,Rajasthan,Verified
TXN002339,INV02337,119092,2014-07-31,SIP,7000.00,Telangana,Verified
TXN002340,INV02337,120841,2026-04-26,SIP,13000.00,Karnataka,Verified
TXN002341,INV02337,118632,2020-10-14,SIP,500.00,Maharashtra,Verified
TXN002342,INV02337,120503,2020-06-12,Lumpsum,280000.00,Rajasthan,Verified
TXN002343,INV02338,119092,2017-06-21,Redemption,76000.00,Madhya Pradesh,Verified
TXN002344,INV02339,125497,2018-11-19,Redemption,274000.00,Karnataka,Verified
TXN002345,INV02339,125497,2020-11-25,SIP,13000.00,Kerala,Verified
TXN002346,INV02339,119092,2024-05-22,Redemption,228000.00,Maharashtra,Pending
TXN002347,INV02339,120503,2020-09-07,Redemption,129000.00,Rajasthan,Verified
TXN002348,INV02339,119551,2018-06-27,Lumpsum,80000.00,Kerala,Verified
TXN002349,INV02340,119551,2020-10-28,SIP,1500.00,Tamil Nadu,Verified
TXN002350,INV02341,119092,2018-12-24,SIP,4500.00,West Bengal,Verified
TXN002351,INV02342,120503,2024-06-27,SIP,12000.00,Rajasthan,Verified
TXN002352,INV02342,119092,2025-03-17,Lumpsum,50000.00,West Bengal,Verified
TXN002353,INV02343,119551,2026-05-30,Lumpsum,150000.00,Uttar Pradesh,Verified
TXN002354,INV02344,119551,2013-05-18,SIP,7500.00,Rajasthan,Verified
TXN002355,INV02345,119551,2022-04-20,Lumpsum,45000.00,Telangana,Verified
TXN002356,INV02345,118632,2024-05-30,Redemption,59000.00,Karnataka,Rejected
TXN002357,INV02345,119551,2013-10-07,Redemption,269000.00,Rajasthan,Pending
TXN002358,INV02346,119551,2025-07-23,SIP,18500.00,Maharashtra,Verified
TXN002359,INV02346,119551,2014-07-02,SIP,20000.00,Gujarat,Verified
TXN002360,INV02347,120841,2017-04-21,SIP,4500.00,Uttar Pradesh,Verified
TXN002361,INV02347,119092,2023-12-17,SIP,14500.00,Telangana,Verified
TXN002362,INV02348,125497,2015-08-11,Lumpsum,15000.00,Tamil Nadu,Verified
TXN002363,INV02349,118632,2018-09-22,Redemption,107000.00,Karnataka,Verified
TXN002364,INV02349,120503,2014-08-06,SIP,10500.00,Karnataka,Verified
TXN002365,INV02349,119551,2013-10-23,SIP,5000.00,Kerala,Pending
TXN002366,INV02350,119092,2019-12-21,SIP,6500.00,Maharashtra,Pending
TXN002367,INV02350,125497,2019-10-16,SIP,5000.00,Uttar Pradesh,Verified
TXN002368,INV02350,119551,2015-04-09,Lumpsum,375000.00,Maharashtra,Pending
TXN002369,INV02351,120503,2015-09-24,SIP,5500.00,Telangana,Verified
TXN002370,INV02351,119551,2021-11-30,Redemption,176000.00,Punjab,Verified
TXN002371,INV02351,118632,2025-07-08,SIP,22000.00,Delhi,Verified
TXN002372,INV02351,120841,2024-05-19,SIP,11000.00,Karnataka,Pending
TXN002373,INV02351,119551,2016-04-24,SIP,7500.00,Rajasthan,Verified
TXN002374,INV02351,120503,2013-06-18,Lumpsum,330000.00,Uttar Pradesh,Verified
TXN002375,INV02351,118632,2014-04-01,Redemption,45000.00,Punjab,Verified
TXN002376,INV02351,125497,2018-06-07,SIP,7500.00,Karnataka,Rejected
TXN002377,INV02352,119092,2023-09-04,SIP,15000.00,Tamil Nadu,Rejected
TXN002378,INV02352,125497,2026-01-08,Redemption,4000.00,Karnataka,Verified
TXN002379,INV02353,120503,2022-07-20,Lumpsum,225000.00,West Bengal,Verified
TXN002380,INV02353,125497,2014-07-13,Lumpsum,80000.00,Tamil Nadu,Verified
TXN002381,INV02353,119551,2019-11-29,SIP,18500.00,Madhya Pradesh,Verified
TXN002382,INV02354,119092,2022-06-12,Redemption,96000.00,Telangana,Rejected
TXN002383,INV02354,120841,2013-01-07,SIP,8500.00,Tamil Nadu,Rejected
TXN002384,INV02354,120503,2013-10-21,SIP,17000.00,Maharashtra,Pending
TXN002385,INV02354,125497,2016-05-01,Redemption,195000.00,Maharashtra,Verified
TXN002386,INV02354,119092,2018-08-10,Lumpsum,150000.00,Telangana,Verified
TXN002387,INV02355,125497,2026-05-09,SIP,15000.00,Punjab,Verified
TXN002388,INV02355,120503,2020-12-11,SIP,25000.00,Uttar Pradesh,Rejected
TXN002389,INV02356,125497,2017-12-16,Lumpsum,190000.00,Tamil Nadu,Pending
TXN002390,INV02357,119551,2025-05-10,Redemption,39000.00,Kerala,Pending
TXN002391,INV02357,118632,2024-05-28,SIP,20000.00,West Bengal,Verified
TXN002392,INV02358,125497,2022-11-11,Lumpsum,375000.00,West Bengal,Verified
TXN002393,INV02358,119092,2017-06-28,SIP,21000.00,Kerala,Verified
TXN002394,INV02359,120841,2014-02-10,SIP,15000.00,Uttar Pradesh,Verified
TXN002395,INV02359,125497,2015-11-09,SIP,11500.00,Madhya Pradesh,Verified
TXN002396,INV02360,118632,2025-06-25,Lumpsum,360000.00,Karnataka,Verified
TXN002397,INV02361,120503,2023-12-04,Lumpsum,425000.00,Madhya Pradesh,Verified
TXN002398,INV02361,119551,2021-04-13,SIP,8500.00,West Bengal,Verified
TXN002399,INV02361,125497,2014-09-05,Redemption,158000.00,Karnataka,Verified
TXN002400,INV02361,119092,2025-07-17,SIP,6000.00,Gujarat,Verified
TXN002401,INV02362,120841,2024-07-31,SIP,21000.00,Telangana,Verified
TXN002402,INV02362,120503,2015-12-12,Lumpsum,40000.00,Tamil Nadu,Rejected
TXN002403,INV02362,120841,2023-10-15,SIP,500.00,Maharashtra,Rejected
TXN002404,INV02362,119551,2013-09-10,SIP,6000.00,Gujarat,Verified
TXN002405,INV02363,119092,2019-04-27,Redemption,185000.00,Telangana,Verified
TXN002406,INV02363,119551,2025-05-15,SIP,8500.00,Karnataka,Verified
TXN002407,INV02363,118632,2013-02-27,Lumpsum,25000.00,Karnataka,Pending
TXN002408,INV02364,119551,2013-07-23,Lumpsum,255000.00,West Bengal,Verified
TXN002409,INV02365,125497,2017-03-08,SIP,14500.00,Gujarat,Verified
TXN002410,INV02366,119092,2023-01-30,SIP,6500.00,Rajasthan,Verified
TXN002411,INV02366,120503,2017-09-30,Redemption,4000.00,Maharashtra,Verified
TXN002412,INV02367,119092,2014-09-08,Lumpsum,55000.00,Madhya Pradesh,Verified
TXN002413,INV02368,120503,2017-02-19,Redemption,28000.00,Rajasthan,Verified
TXN002414,INV02369,125497,2018-07-10,SIP,14500.00,Rajasthan,Pending
TXN002415,INV02369,119551,2015-06-03,SIP,24000.00,Uttar Pradesh,Verified
TXN002416,INV02369,119551,2016-04-28,Lumpsum,110000.00,Uttar Pradesh,Verified
TXN002417,INV02370,119092,2020-06-19,SIP,15500.00,West Bengal,Pending
TXN002418,INV02370,120841,2023-10-09,SIP,22000.00,Tamil Nadu,Verified
TXN002419,INV02370,125497,2022-10-15,Lumpsum,165000.00,Tamil Nadu,Verified
TXN002420,INV02371,119551,2022-12-17,Redemption,199000.00,Punjab,Verified
TXN002421,INV02372,118632,2018-08-28,Lumpsum,110000.00,Uttar Pradesh,Verified
TXN002422,INV02372,119551,2013-12-20,SIP,11000.00,Telangana,Pending
TXN002423,INV02373,118632,2017-02-07,SIP,7500.00,Rajasthan,Verified
TXN002424,INV02373,125497,2026-06-16,Lumpsum,300000.00,West Bengal,Verified
TXN002425,INV02373,119551,2014-07-30,SIP,25000.00,Gujarat,Verified
TXN002426,INV02373,120503,2021-09-18,SIP,10500.00,Maharashtra,Verified
TXN002427,INV02374,125497,2022-11-19,Redemption,213000.00,Karnataka,Verified
TXN002428,INV02375,118632,2016-10-07,SIP,23500.00,Tamil Nadu,Verified
TXN002429,INV02375,120503,2016-07-25,Redemption,199000.00,Madhya Pradesh,Verified
TXN002430,INV02375,125497,2023-11-09,SIP,3000.00,Delhi,Verified
TXN002431,INV02376,125497,2014-04-19,SIP,20000.00,Delhi,Verified
TXN002432,INV02376,119551,2021-01-25,SIP,14000.00,Telangana,Verified
TXN002433,INV02377,119551,2023-08-12,Redemption,224000.00,West Bengal,Verified
TXN002434,INV02377,125497,2020-05-24,SIP,21000.00,Telangana,Pending
TXN002435,INV02377,118632,2025-08-09,SIP,14000.00,Tamil Nadu,Verified
TXN002436,INV02377,119551,2013-07-26,SIP,17500.00,Tamil Nadu,Verified
TXN002437,INV02377,120503,2015-03-24,SIP,6000.00,Tamil Nadu,Verified
TXN002438,INV02377,119551,2015-08-20,Lumpsum,325000.00,West Bengal,Verified
TXN002439,INV02378,119092,2020-07-30,Lumpsum,235000.00,Punjab,Verified
TXN002440,INV02378,120503,2023-05-17,Redemption,185000.00,Karnataka,Verified
TXN002441,INV02379,119092,2015-09-26,SIP,21000.00,Telangana,Verified
TXN002442,INV02379,119551,2024-06-17,Redemption,248000.00,Telangana,Verified
TXN002443,INV02379,119092,2017-07-01,SIP,19000.00,Kerala,Verified
TXN002444,INV02380,125497,2026-05-17,SIP,22000.00,Delhi,Pending
TXN002445,INV02381,125497,2020-06-21,Redemption,53000.00,Maharashtra,Verified
TXN002446,INV02381,125497,2023-04-15,Lumpsum,475000.00,Punjab,Verified
TXN002447,INV02381,118632,2016-10-06,SIP,9000.00,Uttar Pradesh,Verified
TXN002448,INV02381,119551,2025-01-21,SIP,21000.00,Gujarat,Verified
TXN002449,INV02382,120503,2013-05-05,SIP,23500.00,Maharashtra,Verified
TXN002450,INV02382,119092,2023-03-21,Redemption,3000.00,Maharashtra,Verified
TXN002451,INV02382,120841,2015-09-28,SIP,12000.00,Rajasthan,Verified
TXN002452,INV02382,120841,2019-11-08,Lumpsum,405000.00,Maharashtra,Verified
TXN002453,INV02382,120841,2023-04-14,SIP,23500.00,West Bengal,Verified
TXN002454,INV02382,119551,2014-12-31,SIP,22500.00,Tamil Nadu,Verified
TXN002455,INV02382,120841,2022-04-29,SIP,10500.00,Madhya Pradesh,Verified
TXN002456,INV02382,119551,2023-04-07,SIP,17000.00,Gujarat,Verified
TXN002457,INV02382,125497,2021-06-11,SIP,2500.00,Rajasthan,Verified
TXN002458,INV02382,125497,2024-09-16,Lumpsum,110000.00,Gujarat,Verified
TXN002459,INV02382,120841,2025-06-25,Lumpsum,275000.00,Maharashtra,Pending
TXN002460,INV02383,120503,2019-03-13,Redemption,115000.00,Uttar Pradesh,Verified
TXN002461,INV02383,120503,2023-05-05,SIP,22500.00,Karnataka,Verified
TXN002462,INV02383,120503,2017-03-04,SIP,14000.00,Gujarat,Verified
TXN002463,INV02383,120503,2018-06-30,SIP,7000.00,Punjab,Verified
TXN002464,INV02383,120503,2023-04-19,Redemption,56000.00,Karnataka,Pending
TXN002465,INV02383,119551,2019-07-06,SIP,9000.00,Delhi,Verified
TXN002466,INV02384,125497,2023-12-05,Redemption,155000.00,Karnataka,Verified
TXN002467,INV02384,118632,2021-11-17,Redemption,147000.00,Uttar Pradesh,Verified
TXN002468,INV02384,119092,2026-01-26,SIP,12000.00,Delhi,Verified
TXN002469,INV02385,120841,2020-03-04,SIP,7000.00,Gujarat,Verified
TXN002470,INV02385,119551,2025-07-06,SIP,24000.00,Telangana,Verified
TXN002471,INV02385,120503,2015-03-09,SIP,23000.00,Maharashtra,Verified
TXN002472,INV02385,120503,2014-02-21,SIP,21000.00,Delhi,Verified
TXN002473,INV02385,118632,2025-03-01,Lumpsum,450000.00,Karnataka,Verified
TXN002474,INV02386,120503,2017-05-18,Lumpsum,475000.00,Telangana,Verified
TXN002475,INV02387,120503,2025-05-23,Lumpsum,85000.00,Maharashtra,Verified
TXN002476,INV02388,119551,2026-05-10,Lumpsum,470000.00,Tamil Nadu,Verified
TXN002477,INV02388,120503,2024-12-22,Lumpsum,475000.00,Maharashtra,Verified
TXN002478,INV02389,119551,2021-09-29,Lumpsum,155000.00,Maharashtra,Verified
TXN002479,INV02390,120503,2014-05-16,Redemption,67000.00,Madhya Pradesh,Verified
TXN002480,INV02390,118632,2024-10-08,Redemption,111000.00,Telangana,Verified
TXN002481,INV02390,119092,2017-11-19,Lumpsum,250000.00,Gujarat,Verified
TXN002482,INV02390,120841,2023-07-02,SIP,13500.00,Karnataka,Verified
TXN002483,INV02390,118632,2023-09-05,SIP,6500.00,Gujarat,Verified
TXN002484,INV02390,119551,2024-10-19,Redemption,198000.00,Kerala,Verified
